ID,Text,Gold label
25623364,"I have a simple issue (I think). I'm getting Error 3034: Problem in mapping fragments starting at lines ... I have a table with a bunch of fields. no associations (currently) to other tables. This table will be displayed on a screen and there'll be tabs with different portions of the table on each. So I was splitting out entities, creating ones corresponding to the tabs I'll display, having the only the subset of data within each entity. Again each entity represents different subsets of columns from the main table. I've noticed that within the edmx file, that each of these entities gets the primary key (which is fine) even though I didn't specify it. I have verified that there are no duplications of fields, and it wouldn't allow me to even if I had tried to on purpose. So I'm trying to figure out what this doesn't like. I'm also getting error 3032, saying that these entities are being mapped to the same rows in the main table. and of course, they should be. If I get one row of data, some of that data can be shown via the main entity, but other pieces of that data would be available via the different entities that I've added. I hope this is making sense. I'm not trying to create a bunch of derived classes that will be used on different rows. These different entities represent different portions of the same row of data.",neutral
25438247,"My University course will be using VTK 5.0.4 for Data Visualization. The Professor did not provide any guide on how to install VTK on OSX. Prof says to check the website , but I don't see any versions for 5.0.4. Is it possible to install this version of VTK on Mac Maverick operating system? The textbook to be used is . The Prof hinted that the VTK maintainer Kitware probably does not have any VTK binary installation file for OSX Maverick and I may need to install VTK starting from the source code. How do I do this?",neutral
25354006,I am trying to remove this ON DUPLICATE KEY UPDATE because I would like to have duplicates. This statement does work and inserts data but not duplicates. Please help.,neutral
25744898,"I am working on silverlight application. I want to update a table field when user exit from silverlight application. For this I have used below Wcf service in Application_Exit method But Wcf is not called here. Is there any way to do this? Thanks, Hitesh",neutral
25493693,"I have a basic method for populating a tableView with a custom cell in Swift Works fine. Now, I got a custom cell with custom properties and some IBActions (for different buttons inside that cell). My question is: How do I expose data that was passed to the cell from tableView and use it from inside my custom cell controller? For instance I would like to be able to manipulate it for each cell using IBActions. For now my custom cell controller is nothing fancy Is there a custom property I can use to recover data passed onto it? Or do I have to implement some sort of a protocol? If so - how?",neutral
25794621,"I was trying to understand the working of intents in android. According to the documentation, for an application to receive intent, it must pass all the three features in the filter. From the Google documentation: The share activity has 2 filters. Let say it didn't pass the first filter.The last intent filter has multiple actions and data types. What if an intent passes only some of the features of the filter and not all of them? Will it still work? Thanks",neutral
25771446,"I have asynchronous events that I need combining. I am constructing an array of N streams; each stream has an onValue function to process the returned data. I have tried combining all of those streams into one onValues on top of the onValue, but it does not get called properly. What would be the right way to have a function called back when EACH stream has a (unique) value... AND when everything is completed?",neutral
25763654,"I've done an app how add dynamically to a linearlayout some layout customized. My problem is when I want to retrieve the value of some component of this layout added. I have three types of XML that I can add dynamically. ONE TWO THREE I've done the next method to inflate and get values. For some reason, everytime I'm getting -1 or """" in the variable value. Why?? Thanks for your help.",mixed
25426096,"when i click on save button an error appear : Dynamic SQL generation is not supported against multiple base tables , i get that command builder can't generate if i select from multiple table but how can i solve the problem to edit and save on data grid view ?",neutral
25492672,"I want to get all IPs in the given subnet mask into an array using PHP. Below is the code which executes fine in my XAMPP server , but the same code when I am trying to execute on live Server it gives no error and no out put. I got snippet of code from """", over which I had built my logic to get all IPs of the netmask in a single array. I used the snippet code but unable to understand meaning of below mentioned: $nw = ($ip & $nm); $bc = $nw | (~$nm); Though versions of PHP are same on Server and on local server XAMPP. The IP ranges I had defined above are dummy ranges of actual IPs.",neutral
25471888,The volume name of my drive C: is (including a space between '300GB' and 'WD3000HLFS-0') The volume serial number of C: is (according to the command ) I'm not successful with this code: How can I get this VolumeName with the help of WMIC and with a specific VolumeSerialNumber in a Windows 7 commandline batch in addition to other parameters?,neutral
25699655,Currently I have created a form on a PHP form that posts to the send PHP code. All of the textareas/fields ETC work fine. The issue I have is that I have 3 file fields. The aim is to add 3 file attachments to the email. I just cant work out how to do it. (Attachment areas at the bottom of the form) THE PHP send code.----------------------- Any help would be appreciated I've tried a few approaches and cant work out how to do it.,positive
25716369,"I need to make any applciation using fastcgi and c++. A thread different from the one that has the FCGX_Accept_r(...) loop is the one doing the processing, so I was hoping I could store the requests as they come in a queue and have the second thread send the response on the output stream in each requests. This is what I got so far. The second thread is just checking if something is on the queue (they both share it). If there's a request, it'll do whatever and it's supposed to print the response and call FCGX_Finish_r(&request). When I get to printing the output, the app doesn't crash, but nginx puts the error ""upstream prematurely closed FastCGI stdout while reading response header from upstream"" in the error file. I'm not really sure what's going on. Maybe it has something to do with the fact that the output stream in FCGX_Request is a pointer. If I uncomment out the line it's able to print the response, but if I can't reinitialize the request to a new one each time, then I can't store them in the queue. What can I do to proberly store these FCGX_Requests in the queue for another thread to process? Thanks",negative
25420741,"I have written a code in java for web services of crm on demand. The code reads the 1st column (id) from excel and queries it in the crm and inserts the values accordingly. If the 'id' is found it inserts the other values, but when the 'id' is not found in the crm the code is terminated with error message. I want the code to query for a record and if found insert the other values, but if the record is not found it should skip that record and query for the next id without it being terminated in between. Please help... and also how to skip cells with no value(null)??",negative
25695655,"Under the code that i'm trying to use for add an iAd Banner in my app,but i have a problem with resize of the UiTableView when i come back from detail view to the first view of uinavigationController :( Thx in advance for the help. Alex",mixed
25614128,"According to the manual, it says . In my opinion, PCA is same as truncated SVD. But for the outputs of pca, which one is truncated eigenvectors and which one is truncated eigenvalues ?",neutral
25477108,"I am designing a system that will need to deal with filtering/searching by various fields that have different types of value (date, text, number, geo, array). Writes will happen once every few hours, in high amount (10K's of rows). Reads will be continuous. Which database solution would fit those needs? I looked at some NoSQL solutions like MongoDB or CouchDB but I feel like they would have problems with filtering several attributes at once.",neutral
25533962,"I have a bunch of old URLs that need to be redirected (301) to the new ones. I would just write for every single redirection into the .htaccess. But is there a better solution, maybe using RewriteMap?",neutral
